interest,registration,vote_2016,vote_intention,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,state,congress_district,language,vote_biden,age_group,race,education_level,stateicp
Only now and then,Not registered,Hillary Clinton,"Yes, I will vote",Not Sure,Unemployed or temporarily on layoff,Another country,male,West,hispanic,Some other race,"Less than $50,000",CA,CA31,"Yes, we speak Spanish.",1,age_30-44,"other race, nec",High school or less,california
Some of the time,Registered,Don't recall,"Yes, I will vote",Liberal,Full-time employed,Another country,female,Northeast,not hispanic,Asian (Asian Indian),"Less than $50,000",NY,NY05,"No, we speak only English.",1,age_18-29,asian,Post secondary or higher,new york
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Self-employed,The United States,female,Midwest,not hispanic,White,"$100,000 to $149,999",MN,MN01,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,minnesota
Most of the time,Registered,Donald Trump,"Yes, I will vote",Liberal,Full-time employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",NY,NY15,"No, we speak only English.",0,age_30-44,white,Graduate degree,new york
Some of the time,Registered,Donald Trump,Not sure,Not Sure,Full-time employed,The United States,female,Northeast,not hispanic,White,"Less than $50,000",NY,,"No, we speak only English.",0,age_18-29,white,Some post secondary,new york
Most of the time,Registered,Was not eligible to vote,Not sure,Liberal,Full-time employed,Another country,male,Midwest,hispanic,White,"$50,000 to $99,999",IN,IN07,"Yes, we speak Spanish.",1,age_18-29,white,Post secondary or higher,indiana
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Part-time employed,The United States,female,West,not hispanic,White,"$50,000 to $99,999",MT,MT00,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,montana
Only now and then,Registered,Donald Trump,Not sure,Conservative,Permanently disabled,The United States,female,South,not hispanic,White,"$50,000 to $99,999",VA,VA07,"No, we speak only English.",0,age_18-29,white,High school or less,virginia
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",PA,PA10,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,pennsylvania
Most of the time,Registered,Hillary Clinton,"Yes, I already voted",Liberal,Homemaker,The United States,female,West,hispanic,White,"Less than $50,000",ID,ID01,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,idaho
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Permanently disabled,The United States,female,South,not hispanic,White,"Less than $50,000",AR,AR04,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,arkansas
Some of the time,Not registered,Hillary Clinton,"Yes, I will vote",Very Conservative,Part-time employed,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",FL,FL08,"No, we speak only English.",1,age_18-29,black,Post secondary or higher,florida
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",Moderate,Student,The United States,male,South,not hispanic,"Black, or African American","Less than $50,000",TX,TX31,"Yes, we speak Spanish.",1,age_18-29,black,High school or less,texas
Only now and then,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,male,South,not hispanic,White,"Less than $50,000",LA,,"Yes, we speak Spanish.",0,age_18-29,white,High school or less,louisiana
Some of the time,Registered,"Did not vote, but was eligible",Not sure,Not Sure,Homemaker,Another country,female,West,not hispanic,White,"$50,000 to $99,999",CA,CA39,"Yes, we speak a language other than Spanish or English.",0,age_18-29,white,Post secondary or higher,california
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Homemaker,The United States,female,South,not hispanic,White,"$250,000 and above",FL,FL07,"No, we speak only English.",1,age_45-59,white,High school or less,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","$50,000 to $99,999",GA,GA05,"No, we speak only English.",1,age_45-59,black,Post secondary or higher,georgia
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Liberal,Full-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",OH,OH04,"No, we speak only English.",1,age_30-44,white,Some post secondary,ohio
Some of the time,Don't know,"Did not vote, but was eligible","Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,South,not hispanic,White,"$50,000 to $99,999",TX,TX26,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,texas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,West,not hispanic,"Black, or African American","$50,000 to $99,999",NM,NM01,"No, we speak only English.",1,age_60_or_more,black,Post secondary or higher,new mexico
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,NA,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",AR,AR04,"No, we speak only English.",1,age_60_or_more,black,High school or less,arkansas
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,South,not hispanic,White,"Less than $50,000",VA,VA09,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,virginia
Most of the time,Not registered,Was not eligible to vote,"No, I will not vote but I am eligible",Moderate,Part-time employed,The United States,male,Midwest,not hispanic,Asian (Japanese),"Less than $50,000",MN,MN05,"No, we speak only English.",1,age_18-29,asian,High school or less,minnesota
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Unemployed or temporarily on layoff,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MN,MN08,"No, we speak only English.",0,age_45-59,white,High school or less,minnesota
Some of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Liberal,Full-time employed,The United States,male,West,hispanic,"Black, or African American","Less than $50,000",NV,NV04,"Yes, we speak Spanish.",0,age_30-44,black,Some post secondary,nevada
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,male,Midwest,not hispanic,White,"$100,000 to $149,999",MN,MN07,"No, we speak only English.",1,age_45-59,white,Some post secondary,minnesota
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Other:,The United States,female,Midwest,not hispanic,White,"Less than $50,000",OH,OH02,"No, we speak only English.",0,age_30-44,white,High school or less,ohio
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",Liberal,Full-time employed,Another country,male,West,not hispanic,Asian (Asian Indian),"$50,000 to $99,999",CA,CA34,"Yes, we speak a language other than Spanish or English.",1,age_18-29,asian,Post secondary or higher,california
Some of the time,Registered,Hillary Clinton,"No, I will not vote but I am eligible",Moderate,Unemployed or temporarily on layoff,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",NC,NC13,"No, we speak only English.",1,age_45-59,black,High school or less,north carolina
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",MO,MO05,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,missouri
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,South,not hispanic,White,"Less than $50,000",MS,MS01,"No, we speak only English.",0,age_45-59,white,Some post secondary,mississippi
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Permanently disabled,The United States,female,Northeast,not hispanic,White,"Less than $50,000",PA,PA01,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,pennsylvania
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Homemaker,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",KS,KS04,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,kansas
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Self-employed,The United States,female,South,not hispanic,Asian (Chinese),"$150,000 to $199,999",VA,VA10,"No, we speak only English.",1,age_30-44,asian,Post secondary or higher,virginia
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Moderate,Full-time employed,The United States,male,West,not hispanic,White,"$50,000 to $99,999",UT,UT02,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,utah
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,Midwest,not hispanic,White,"$100,000 to $149,999",MN,MN05,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,minnesota
Some of the time,Registered,Hillary Clinton,"No, I will not vote but I am eligible",Moderate,Homemaker,The United States,female,Midwest,not hispanic,"Black, or African American","Less than $50,000",OH,,"No, we speak only English.",0,age_30-44,black,High school or less,ohio
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",WI,WI07,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,wisconsin
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,female,South,hispanic,White,"Less than $50,000",TX,TX21,"Yes, we speak Spanish.",0,age_60_or_more,white,Some post secondary,texas
Only now and then,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,female,West,not hispanic,Some other race,"Less than $50,000",CO,CO05,"No, we speak only English.",0,age_60_or_more,"other race, nec",High school or less,colorado
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Northeast,not hispanic,White,"$150,000 to $199,999",PA,PA01,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,pennsylvania
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Self-employed,The United States,female,South,not hispanic,White,"Less than $50,000",TX,TX34,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,texas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",NY,NY24,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,new york
Some of the time,Registered,Hillary Clinton,"Yes, I already voted",Liberal,Part-time employed,The United States,male,Midwest,not hispanic,White,"Less than $50,000",IL,IL11,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,illinois
Most of the time,Registered,Hillary Clinton,"Yes, I already voted",Very Liberal,Retired,The United States,female,Northeast,not hispanic,White,"$50,000 to $99,999",VT,VT00,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,vermont
Only now and then,Not registered,"Did not vote, but was eligible",Not sure,Moderate,Part-time employed,The United States,male,West,hispanic,Some other race,"$50,000 to $99,999",NV,NV03,"Yes, we speak Spanish.",0,age_30-44,"other race, nec",Post secondary or higher,nevada
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Homemaker,The United States,female,Northeast,not hispanic,White,"$50,000 to $99,999",CT,CT02,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,connecticut
Hardly at all,Not registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Not Sure,Unemployed or temporarily on layoff,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",MA,MA08,"No, we speak only English.",1,age_30-44,white,Some post secondary,massachusetts
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Retired,Another country,female,South,not hispanic,Asian (Chinese),"$150,000 to $199,999",VA,VA10,"No, we speak only English.",1,age_60_or_more,asian,Post secondary or higher,virginia
